record_id,student_id,subject,academic_year,term,percentage,grade,effort,teacher_id,predicted_grade
473,S017,French,2024-25,Spring,71,B,3,T10,B
474,S017,French,2024-25,Summer,75,B,2,T10,B
475,S017,Computing,2024-25,Autumn,72,B,2,T11,B
476,S017,Computing,2024-25,Spring,85,A,5,T11,A
477,S017,Computing,2024-25,Summer,78,B,3,T11,B
478,S017,Art & Design,2024-25,Autumn,70,B,4,T12,B
479,S017,Art & Design,2024-25,Spring,62,C,4,T12,D
480,S017,Art & Design,2024-25,Summer,,,,T12,A*
481,S018,Mathematics,2023-24,Autumn,56,D,4,T02,C
482,S018,Mathematics,2023-24,Spring,58,D,4,T02,C
483,S018,Mathematics,2023-24,Summer,55,D,3,T01,D
484,S018,English Language,2023-24,Autumn,67,C,4,T04,B
485,S018,English Language,2023-24,Spring,61,C,5,T03,C
486,S018,English Language,2023-24,Summer,69,C,3,T04,B
487,S018,Biology,2023-24,Autumn,48,E,4,T05,E
488,S018,Biology,2023-24,Spring,58,D,4,T05,D
489,S018,Biology,2023-24,Summer,53,D,3,T05,D
490,S018,Chemistry,2023-24,Autumn,55,D,2,T06,D
491,S018,Chemistry,2023-24,Spring,66,C,3,T06,B
492,S018,Chemistry,2023-24,Summer,56,D,4,T06,D
493,S018,Physics,2023-24,Autumn,53,D,4,T07,D
494,S018,Physics,2023-24,Spring,55,D,5,T07,D
495,S018,Physics,2023-24,Summer,55,D,4,T07,D
496,S018,History,2023-24,Autumn,43,E,3,T08,E
497,S018,History,2023-24,Spring,38,U,5,T08,E
498,S018,History,2023-24,Summer,58,D,4,T08,D
499,S018,Geography,2023-24,Autumn,,,,T09,C
500,S018,Geography,2023-24,Spring,59,D,4,T09,C
501,S018,Geography,2023-24,Summer,53,D,4,T09,D
502,S018,French,2023-24,Autumn,57,D,3,T10,D
503,S018,French,2023-24,Spring,59,D,3,T10,C
504,S018,French,2023-24,Summer,,,,T10,D
505,S018,Computing,2023-24,Autumn,,,,T11,D
506,S018,Computing,2023-24,Spring,50,D,5,T11,E
507,S018,Computing,2023-24,Summer,49,E,2,T11,D
508,S018,Art & Design,2023-24,Autumn,50,D,3,T12,D
509,S018,Art & Design,2023-24,Spring,54,D,4,T12,D
510,S018,Art & Design,2023-24,Summer,53,D,3,T12,E
511,S018,Mathematics,2024-25,Autumn,50,D,5,T01,D
512,S018,Mathematics,2024-25,Spring,48,E,5,T02,E
513,S018,Mathematics,2024-25,Summer,55,D,3,T02,C
514,S018,English Language,2024-25,Autumn,49,E,4,T04,E
515,S018,English Language,2024-25,Spring,51,D,3,T03,D
516,S018,English Language,2024-25,Summer,56,D,3,T03,D
517,S018,Biology,2024-25,Autumn,47,E,5,T05,E
518,S018,Biology,2024-25,Spring,66,C,4,T05,B
519,S018,Biology,2024-25,Summer,,,,T05,C
520,S018,Chemistry,2024-25,Autumn,61,C,1,T06,C
521,S018,Chemistry,2024-25,Spring,50,D,4,T06,D
522,S018,Chemistry,2024-25,Summer,45,E,4,T06,D
523,S018,Physics,2024-25,Autumn,51,D,3,T07,C
524,S018,Physics,2024-25,Spring,46,E,5,T07,D
525,S018,Physics,2024-25,Summer,37,U,3,T07,E
526,S018,History,2024-25,Autumn,47,E,4,T08,D
527,S018,History,2024-25,Spring,52,D,1,T08,D
528,S018,History,2024-25,Summer,65,C,4,T08,B
529,S018,Geography,2024-25,Autumn,65,C,3,T09,B
530,S018,Geography,2024-25,Spring,69,C,3,T09,B
531,S018,Geography,2024-25,Summer,66,C,4,T09,C
532,S018,French,2024-25,Autumn,58,D,3,T10,D
533,S018,French,2024-25,Spring,53,D,4,T10,D
534,S018,French,2024-25,Summer,59,D,4,T10,D
535,S018,Computing,2024-25,Autumn,64,C,1,T11,B
536,S018,Computing,2024-25,Spring,55,D,3,T11,C
537,S018,Computing,2024-25,Summer,64,C,2,T11,B
538,S018,Art & Design,2024-25,Autumn,75,B,2,T12,B
539,S018,Art & Design,2024-25,Spring,,,,T12,D
540,S018,Art & Design,2024-25,Summer,58,D,3,T12,C
541,S019,Mathematics,2022-23,Autumn,45,E,4,T01,E
542,S019,Mathematics,2022-23,Spring,40,E,3,T02,E
543,S019,Mathematics,2022-23,Summer,52,D,4,T01,D
544,S019,English Language,2022-23,Autumn,50,D,5,T04,D
545,S019,English Language,2022-23,Spring,56,D,4,T03,C
546,S019,English Language,2022-23,Summer,50,D,1,T03,D
547,S019,Biology,2022-23,Autumn,45,E,3,T05,E
548,S019,Biology,2022-23,Spring,46,E,3,T05,U
549,S019,Biology,2022-23,Summer,59,D,3,T05,C
550,S019,Chemistry,2022-23,Autumn,47,E,3,T06,D
551,S019,Chemistry,2022-23,Spring,53,D,4,T06,D
552,S019,Chemistry,2022-23,Summer,54,D,3,T06,C
553,S019,Physics,2022-23,Autumn,49,E,3,T07,C
554,S019,Physics,2022-23,Spring,58,D,4,T07,C
555,S019,Physics,2022-23,Summer,66,C,4,T07,C
556,S019,History,2022-23,Autumn,52,D,5,T08,C
557,S019,History,2022-23,Spring,52,D,4,T08,D
558,S019,History,2022-23,Summer,52,D,2,T08,C
559,S019,Geography,2022-23,Autumn,30,U,5,T09,U
560,S019,Geography,2022-23,Spring,33,U,4,T09,U
561,S019,Geography,2022-23,Summer,51,D,3,T09,C
562,S019,French,2022-23,Autumn,59,D,2,T10,B
563,S019,French,2022-23,Spring,56,D,4,T10,C
564,S019,French,2022-23,Summer,53,D,3,T10,D
565,S019,Computing,2022-23,Autumn,59,D,4,T11,D
566,S019,Computing,2022-23,Spring,43,E,4,T11,E
567,S019,Computing,2022-23,Summer,55,D,5,T11,D
568,S019,Art & Design,2022-23,Autumn,40,E,5,T12,U
569,S019,Art & Design,2022-23,Spring,52,D,4,T12,D
570,S019,Art & Design,2022-23,Summer,54,D,3,T12,B
571,S019,Mathematics,2023-24,Autumn,59,D,4,T01,C
572,S019,Mathematics,2023-24,Spring,50,D,3,T01,D
573,S019,Mathematics,2023-24,Summer,31,U,5,T02,U
574,S019,English Language,2023-24,Autumn,62,C,3,T04,C
575,S019,English Language,2023-24,Spring,39,U,1,T04,E
576,S019,English Language,2023-24,Summer,,,,T04,E
577,S019,Biology,2023-24,Autumn,49,E,2,T05,D
578,S019,Biology,2023-24,Spring,51,D,4,T05,D
579,S019,Biology,2023-24,Summer,55,D,5,T05,C
580,S019,Chemistry,2023-24,Autumn,52,D,4,T06,C
581,S019,Chemistry,2023-24,Spring,48,E,3,T06,E
582,S019,Chemistry,2023-24,Summer,56,D,4,T06,C
583,S019,Physics,2023-24,Autumn,31,U,3,T07,U
584,S019,Physics,2023-24,Spring,61,C,3,T07,B
585,S019,Physics,2023-24,Summer,60,C,5,T07,C
586,S019,History,2023-24,Autumn,39,U,3,T08,D
587,S019,History,2023-24,Spring,40,E,4,T08,E
588,S019,History,2023-24,Summer,61,C,5,T08,D
589,S019,Geography,2023-24,Autumn,35,U,4,T09,U
590,S019,Geography,2023-24,Spring,52,D,2,T09,D
591,S019,Geography,2023-24,Summer,38,U,3,T09,D
592,S019,French,2023-24,Autumn,47,E,3,T10,D
593,S019,French,2023-24,Spring,56,D,4,T10,C
594,S019,French,2023-24,Summer,53,D,3,T10,D
595,S019,Computing,2023-24,Autumn,54,D,5,T11,D
596,S019,Computing,2023-24,Spring,40,E,2,T11,E
597,S019,Computing,2023-24,Summer,42,E,4,T11,E
598,S019,Art & Design,2023-24,Autumn,53,D,3,T12,D
599,S019,Art & Design,2023-24,Spring,45,E,3,T12,D
600,S019,Art & Design,2023-24,Summer,57,D,3,T12,C
601,S019,Mathematics,2024-25,Autumn,52,D,3,T01,D
602,S019,Mathematics,2024-25,Spring,51,D,4,T02,D
603,S019,Mathematics,2024-25,Summer,56,D,5,T02,C
604,S019,English Language,2024-25,Autumn,53,D,3,T04,D
605,S019,English Language,2024-25,Spring,49,E,2,T04,D
606,S019,English Language,2024-25,Summer,43,E,3,T03,D
607,S019,Biology,2024-25,Autumn,38,U,4,T05,U
608,S019,Biology,2024-25,Spring,48,E,3,T05,E
609,S019,Biology,2024-25,Summer,50,D,4,T05,D
610,S019,Chemistry,2024-25,Autumn,60,C,5,T06,C
611,S019,Chemistry,2024-25,Spring,46,E,5,T06,D
612,S019,Chemistry,2024-25,Summer,65,C,4,T06,B
613,S019,Physics,2024-25,Autumn,41,E,3,T07,U
614,S019,Physics,2024-25,Spring,45,E,5,T07,D
615,S019,Physics,2024-25,Summer,39,U,3,T07,E
616,S019,History,2024-25,Autumn,59,D,5,T08,C
617,S019,History,2024-25,Spring,46,E,3,T08,D
618,S019,History,2024-25,Summer,46,E,4,T08,D
619,S019,Geography,2024-25,Autumn,52,D,4,T09,C
620,S019,Geography,2024-25,Spring,,,,T09,C
621,S019,Geography,2024-25,Summer,42,E,5,T09,E
622,S019,French,2024-25,Autumn,65,C,4,T10,B
623,S019,French,2024-25,Spring,67,C,5,T10,C
624,S019,French,2024-25,Summer,40,E,3,T10,E
625,S019,Computing,2024-25,Autumn,37,U,5,T11,E
626,S019,Computing,2024-25,Spring,55,D,4,T11,C
627,S019,Computing,2024-25,Summer,65,C,2,T11,D
628,S019,Art & Design,2024-25,Autumn,55,D,3,T12,D
629,S019,Art & Design,2024-25,Spring,50,D,1,T12,E
630,S019,Art & Design,2024-25,Summer,51,D,4,T12,E
631,S020,Mathematics,2022-23,Autumn,90,A*,1,T01,A*
632,S020,Mathematics,2022-23,Spring,70,B,5,T01,C
633,S020,Mathematics,2022-23,Summer,88,A,1,T01,A*
634,S020,English Language,2022-23,Autumn,92,A*,5,T03,A*
635,S020,English Language,2022-23,Spring,91,A*,5,T04,A*
636,S020,English Language,2022-23,Summer,83,A,3,T04,A
637,S020,Biology,2022-23,Autumn,78,B,4,T05,A
638,S020,Biology,2022-23,Spring,81,A,3,T05,B
639,S020,Biology,2022-23,Summer,91,A*,5,T05,A*
640,S020,Chemistry,2022-23,Autumn,88,A,5,T06,A*
641,S020,Chemistry,2022-23,Spring,83,A,2,T06,A
642,S020,Chemistry,2022-23,Summer,83,A,4,T06,B
643,S020,Physics,2022-23,Autumn,82,A,1,T07,A
644,S020,Physics,2022-23,Spring,86,A,4,T07,A
645,S020,Physics,2022-23,Summer,84,A,5,T07,A
646,S020,History,2022-23,Autumn,76,B,4,T08,A
647,S020,History,2022-23,Spring,98,A*,3,T08,A*
648,S020,History,2022-23,Summer,84,A,3,T08,A*
649,S020,Geography,2022-23,Autumn,85,A,2,T09,A
650,S020,Geography,2022-23,Spring,90,A*,4,T09,A*
651,S020,Geography,2022-23,Summer,92,A*,5,T09,A*
652,S020,French,2022-23,Autumn,73,B,4,T10,B
653,S020,French,2022-23,Spring,90,A*,3,T10,A*
654,S020,French,2022-23,Summer,97,A*,3,T10,A*
655,S020,Computing,2022-23,Autumn,96,A*,4,T11,A*
656,S020,Computing,2022-23,Spring,,,,T11,A
657,S020,Computing,2022-23,Summer,76,B,5,T11,B
658,S020,Art & Design,2022-23,Autumn,87,A,1,T12,A*
659,S020,Art & Design,2022-23,Spring,94,A*,2,T12,A*
660,S020,Art & Design,2022-23,Summer,92,A*,3,T12,A*
661,S020,Mathematics,2023-24,Autumn,87,A,5,T02,A
662,S020,Mathematics,2023-24,Spring,,,,T02,A*
663,S020,Mathematics,2023-24,Summer,92,A*,3,T01,A*
664,S020,English Language,2023-24,Autumn,92,A*,4,T03,A*
665,S020,English Language,2023-24,Spring,80,A,4,T03,B
666,S020,English Language,2023-24,Summer,88,A,4,T04,A*
667,S020,Biology,2023-24,Autumn,93,A*,4,T05,A*
668,S020,Biology,2023-24,Spring,84,A,4,T05,A
669,S020,Biology,2023-24,Summer,86,A,5,T05,A
670,S020,Chemistry,2023-24,Autumn,91,A*,4,T06,A
671,S020,Chemistry,2023-24,Spring,,,,T06,A*
672,S020,Chemistry,2023-24,Summer,83,A,5,T06,A
673,S020,Physics,2023-24,Autumn,92,A*,2,T07,A*
674,S020,Physics,2023-24,Spring,97,A*,4,T07,A*
675,S020,Physics,2023-24,Summer,83,A,5,T07,A
676,S020,History,2023-24,Autumn,93,A*,1,T08,A*
677,S020,History,2023-24,Spring,,,,T08,A
678,S020,History,2023-24,Summer,96,A*,3,T08,A*
679,S020,Geography,2023-24,Autumn,87,A,3,T09,A*
680,S020,Geography,2023-24,Spring,72,B,3,T09,A
681,S020,Geography,2023-24,Summer,80,A,5,T09,A
682,S020,French,2023-24,Autumn,88,A,5,T10,A
683,S020,French,2023-24,Spring,97,A*,4,T10,A*
684,S020,French,2023-24,Summer,83,A,1,T10,A
685,S020,Computing,2023-24,Autumn,72,B,3,T11,B
686,S020,Computing,2023-24,Spring,84,A,4,T11,A*
687,S020,Computing,2023-24,Summer,85,A,4,T11,A
688,S020,Art & Design,2023-24,Autumn,87,A,4,T12,A
689,S020,Art & Design,2023-24,Spring,97,A*,4,T12,A*
690,S020,Art & Design,2023-24,Summer,97,A*,5,T12,A*
691,S020,Mathematics,2024-25,Autumn,83,A,5,T01,A
692,S020,Mathematics,2024-25,Spring,81,A,5,T01,A
693,S020,Mathematics,2024-25,Summer,91,A*,5,T02,A
694,S020,English Language,2024-25,Autumn,100,A*,1,T04,A*
695,S020,English Language,2024-25,Spring,89,A,2,T04,A*
696,S020,English Language,2024-25,Summer,78,B,4,T04,B
697,S020,Biology,2024-25,Autumn,94,A*,4,T05,A*
698,S020,Biology,2024-25,Spring,,,,T05,A*
699,S020,Biology,2024-25,Summer,82,A,4,T05,A*
700,S020,Chemistry,2024-25,Autumn,93,A*,2,T06,A*
701,S020,Chemistry,2024-25,Spring,85,A,5,T06,A
702,S020,Chemistry,2024-25,Summer,91,A*,3,T06,A*
703,S020,Physics,2024-25,Autumn,81,A,2,T07,B
704,S020,Physics,2024-25,Spring,81,A,5,T07,A
705,S020,Physics,2024-25,Summer,100,A*,5,T07,A*
706,S020,History,2024-25,Autumn,92,A*,4,T08,A
707,S020,History,2024-25,Spring,94,A*,4,T08,A*
708,S020,History,2024-25,Summer,72,B,5,T08,A
709,S020,Geography,2024-25,Autumn,100,A*,4,T09,A*
710,S020,Geography,2024-25,Spring,75,B,4,T09,B
711,S020,Geography,2024-25,Summer,99,A*,3,T09,A*
712,S020,French,2024-25,Autumn,92,A*,4,T10,A*
713,S020,French,2024-25,Spring,86,A,2,T10,A
714,S020,French,2024-25,Summer,72,B,4,T10,C
715,S020,Computing,2024-25,Autumn,88,A,2,T11,A*
716,S020,Computing,2024-25,Spring,86,A,4,T11,A
717,S020,Computing,2024-25,Summer,87,A,2,T11,A
718,S020,Art & Design,2024-25,Autumn,81,A,4,T12,A
719,S020,Art & Design,2024-25,Spring,83,A,4,T12,A
720,S020,Art & Design,2024-25,Summer,96,A*,3,T12,A*
721,S021,Mathematics,2022-23,Autumn,93,A*,3,T02,A*
722,S021,Mathematics,2022-23,Spring,73,B,4,T01,B
723,S021,Mathematics,2022-23,Summer,68,C,3,T01,B
724,S021,English Language,2022-23,Autumn,93,A*,3,T04,A*
725,S021,English Language,2022-23,Spring,95,A*,5,T03,A*
726,S021,English Language,2022-23,Summer,99,A*,3,T04,A*
727,S021,Biology,2022-23,Autumn,80,A,5,T05,B
728,S021,Biology,2022-23,Spring,89,A,4,T05,A
729,S021,Biology,2022-23,Summer,85,A,4,T05,A
730,S021,Chemistry,2022-23,Autumn,93,A*,3,T06,A*
731,S021,Chemistry,2022-23,Spring,82,A,5,T06,A*
732,S021,Chemistry,2022-23,Summer,88,A,1,T06,A
733,S021,Physics,2022-23,Autumn,94,A*,4,T07,A*
734,S021,Physics,2022-23,Spring,,,,T07,A
735,S021,Physics,2022-23,Summer,100,A*,4,T07,A*
736,S021,History,2022-23,Autumn,87,A,3,T08,A
737,S021,History,2022-23,Spring,91,A*,5,T08,A*
738,S021,History,2022-23,Summer,84,A,3,T08,A
739,S021,Geography,2022-23,Autumn,84,A,5,T09,A
740,S021,Geography,2022-23,Spring,73,B,3,T09,B
741,S021,Geography,2022-23,Summer,86,A,3,T09,A
742,S021,French,2022-23,Autumn,85,A,3,T10,A
743,S021,French,2022-23,Spring,91,A*,3,T10,A
744,S021,French,2022-23,Summer,86,A,4,T10,A
745,S021,Computing,2022-23,Autumn,85,A,2,T11,A
746,S021,Computing,2022-23,Spring,84,A,3,T11,A
747,S021,Computing,2022-23,Summer,90,A*,3,T11,A*
748,S021,Art & Design,2022-23,Autumn,87,A,5,T12,A*
749,S021,Art & Design,2022-23,Spring,88,A,2,T12,A*
750,S021,Art & Design,2022-23,Summer,89,A,5,T12,A*
751,S021,Mathematics,2023-24,Autumn,100,A*,3,T01,A*
752,S021,Mathematics,2023-24,Spring,93,A*,3,T01,A*
753,S021,Mathematics,2023-24,Summer,79,B,4,T02,A
754,S021,English Language,2023-24,Autumn,86,A,3,T03,A
755,S021,English Language,2023-24,Spring,79,B,2,T03,A
756,S021,English Language,2023-24,Summer,95,A*,3,T04,A*
757,S021,Biology,2023-24,Autumn,99,A*,3,T05,A*
758,S021,Biology,2023-24,Spring,69,C,3,T05,B
759,S021,Biology,2023-24,Summer,77,B,3,T05,A
760,S021,Chemistry,2023-24,Autumn,82,A,3,T06,A
761,S021,Chemistry,2023-24,Spring,98,A*,5,T06,A*
762,S021,Chemistry,2023-24,Summer,85,A,4,T06,A*
763,S021,Physics,2023-24,Autumn,,,,T07,A
764,S021,Physics,2023-24,Spring,83,A,3,T07,A
765,S021,Physics,2023-24,Summer,85,A,5,T07,A*
766,S021,History,2023-24,Autumn,95,A*,3,T08,A*
767,S021,History,2023-24,Spring,75,B,4,T08,B
768,S021,History,2023-24,Summer,84,A,4,T08,A
769,S021,Geography,2023-24,Autumn,79,B,3,T09,A
770,S021,Geography,2023-24,Spring,95,A*,4,T09,A
771,S021,Geography,2023-24,Summer,100,A*,1,T09,A*
772,S021,French,2023-24,Autumn,100,A*,3,T10,A*
773,S021,French,2023-24,Spring,83,A,3,T10,A
774,S021,French,2023-24,Summer,88,A,4,T10,A*
775,S021,Computing,2023-24,Autumn,82,A,5,T11,A
776,S021,Computing,2023-24,Spring,88,A,2,T11,A*
777,S021,Computing,2023-24,Summer,93,A*,4,T11,A*
778,S021,Art & Design,2023-24,Autumn,81,A,2,T12,B
779,S021,Art & Design,2023-24,Spring,90,A*,3,T12,A*
780,S021,Art & Design,2023-24,Summer,91,A*,4,T12,A*
781,S021,Mathematics,2024-25,Autumn,,,,T02,A
782,S021,Mathematics,2024-25,Spring,82,A,4,T02,A
783,S021,Mathematics,2024-25,Summer,87,A,4,T02,A*
784,S021,English Language,2024-25,Autumn,100,A*,4,T03,A*
785,S021,English Language,2024-25,Spring,82,A,4,T04,A
786,S021,English Language,2024-25,Summer,87,A,2,T03,A*
787,S021,Biology,2024-25,Autumn,100,A*,3,T05,A*
788,S021,Biology,2024-25,Spring,85,A,4,T05,A*
789,S021,Biology,2024-25,Summer,95,A*,4,T05,A*
790,S021,Chemistry,2024-25,Autumn,80,A,4,T06,A
791,S021,Chemistry,2024-25,Spring,80,A,5,T06,A
792,S021,Chemistry,2024-25,Summer,81,A,4,T06,A
793,S021,Physics,2024-25,Autumn,91,A*,5,T07,A*
794,S021,Physics,2024-25,Spring,,,,T07,A*
795,S021,Physics,2024-25,Summer,86,A,4,T07,A
796,S021,History,2024-25,Autumn,90,A*,4,T08,A*
797,S021,History,2024-25,Spring,82,A,3,T08,A
798,S021,History,2024-25,Summer,80,A,4,T08,B
799,S021,Geography,2024-25,Autumn,85,A,4,T09,A
800,S021,Geography,2024-25,Spring,73,B,4,T09,B
801,S021,Geography,2024-25,Summer,69,C,4,T09,B
802,S021,French,2024-25,Autumn,78,B,2,T10,A
803,S021,French,2024-25,Spring,88,A,2,T10,A*
804,S021,French,2024-25,Summer,92,A*,4,T10,A*
805,S021,Computing,2024-25,Autumn,85,A,3,T11,A*
806,S021,Computing,2024-25,Spring,83,A,3,T11,A*
807,S021,Computing,2024-25,Summer,73,B,3,T11,B
808,S021,Art & Design,2024-25,Autumn,80,A,4,T12,A
809,S021,Art & Design,2024-25,Spring,92,A*,4,T12,A*
810,S021,Art & Design,2024-25,Summer,83,A,2,T12,B
811,S022,Mathematics,2022-23,Autumn,51,D,5,T01,D
812,S022,Mathematics,2022-23,Spring,64,C,4,T02,B
813,S022,Mathematics,2022-23,Summer,47,E,4,T02,D
814,S022,English Language,2022-23,Autumn,64,C,5,T04,D
815,S022,English Language,2022-23,Spring,68,C,4,T04,B
816,S022,English Language,2022-23,Summer,49,E,4,T03,D
817,S022,Biology,2022-23,Autumn,57,D,4,T05,C
818,S022,Biology,2022-23,Spring,58,D,5,T05,C
819,S022,Biology,2022-23,Summer,57,D,3,T05,C
820,S022,Chemistry,2022-23,Autumn,66,C,3,T06,C
821,S022,Chemistry,2022-23,Spring,57,D,3,T06,E
822,S022,Chemistry,2022-23,Summer,58,D,3,T06,C
823,S022,Physics,2022-23,Autumn,49,E,2,T07,D
824,S022,Physics,2022-23,Spring,52,D,4,T07,E
825,S022,Physics,2022-23,Summer,53,D,5,T07,D
826,S022,History,2022-23,Autumn,75,B,3,T08,B
827,S022,History,2022-23,Spring,64,C,3,T08,B
828,S022,History,2022-23,Summer,48,E,3,T08,D
829,S022,Geography,2022-23,Autumn,46,E,1,T09,D
830,S022,Geography,2022-23,Spring,64,C,5,T09,B
831,S022,Geography,2022-23,Summer,58,D,4,T09,C
832,S022,French,2022-23,Autumn,50,D,4,T10,D
833,S022,French,2022-23,Spring,57,D,2,T10,C
834,S022,French,2022-23,Summer,55,D,4,T10,E
835,S022,Computing,2022-23,Autumn,62,C,4,T11,D
836,S022,Computing,2022-23,Spring,31,U,5,T11,U
837,S022,Computing,2022-23,Summer,54,D,4,T11,C
838,S022,Art & Design,2022-23,Autumn,60,C,3,T12,C
839,S022,Art & Design,2022-23,Spring,54,D,4,T12,C
840,S022,Art & Design,2022-23,Summer,51,D,4,T12,D
841,S022,Mathematics,2023-24,Autumn,52,D,5,T02,D
842,S022,Mathematics,2023-24,Spring,53,D,4,T01,D
843,S022,Mathematics,2023-24,Summer,55,D,2,T01,C
844,S022,English Language,2023-24,Autumn,65,C,4,T04,C
845,S022,English Language,2023-24,Spring,62,C,3,T04,C
846,S022,English Language,2023-24,Summer,55,D,3,T04,D
847,S022,Biology,2023-24,Autumn,70,B,4,T05,B
848,S022,Biology,2023-24,Spring,58,D,4,T05,C
849,S022,Biology,2023-24,Summer,57,D,3,T05,D
850,S022,Chemistry,2023-24,Autumn,66,C,2,T06,C
851,S022,Chemistry,2023-24,Spring,61,C,4,T06,C
852,S022,Chemistry,2023-24,Summer,63,C,3,T06,C
853,S022,Physics,2023-24,Autumn,64,C,3,T07,B
854,S022,Physics,2023-24,Spring,62,C,4,T07,C
855,S022,Physics,2023-24,Summer,70,B,4,T07,A
856,S022,History,2023-24,Autumn,51,D,4,T08,E
857,S022,History,2023-24,Spring,52,D,2,T08,D
858,S022,History,2023-24,Summer,57,D,1,T08,C
859,S022,Geography,2023-24,Autumn,57,D,5,T09,C
860,S022,Geography,2023-24,Spring,59,D,4,T09,D
861,S022,Geography,2023-24,Summer,64,C,3,T09,B
862,S022,French,2023-24,Autumn,57,D,3,T10,D
863,S022,French,2023-24,Spring,51,D,4,T10,D
864,S022,French,2023-24,Summer,57,D,3,T10,D
865,S022,Computing,2023-24,Autumn,55,D,4,T11,C
866,S022,Computing,2023-24,Spring,51,D,3,T11,D
867,S022,Computing,2023-24,Summer,63,C,4,T11,C
868,S022,Art & Design,2023-24,Autumn,63,C,3,T12,B
869,S022,Art & Design,2023-24,Spring,50,D,4,T12,D
870,S022,Art & Design,2023-24,Summer,69,C,2,T12,C
871,S022,Mathematics,2024-25,Autumn,52,D,5,T02,D
872,S022,Mathematics,2024-25,Spring,67,C,3,T02,B
873,S022,Mathematics,2024-25,Summer,63,C,4,T01,C
874,S022,English Language,2024-25,Autumn,67,C,4,T04,C
875,S022,English Language,2024-25,Spring,65,C,4,T03,B
876,S022,English Language,2024-25,Summer,54,D,5,T03,D
877,S022,Biology,2024-25,Autumn,58,D,1,T05,C
878,S022,Biology,2024-25,Spring,53,D,5,T05,D
879,S022,Biology,2024-25,Summer,65,C,3,T05,B
880,S022,Chemistry,2024-25,Autumn,44,E,5,T06,U
881,S022,Chemistry,2024-25,Spring,50,D,4,T06,E
882,S022,Chemistry,2024-25,Summer,53,D,4,T06,C
883,S022,Physics,2024-25,Autumn,53,D,4,T07,D
884,S022,Physics,2024-25,Spring,58,D,4,T07,C
885,S022,Physics,2024-25,Summer,47,E,4,T07,D
886,S022,History,2024-25,Autumn,55,D,5,T08,C
887,S022,History,2024-25,Spring,61,C,3,T08,C
888,S022,History,2024-25,Summer,59,D,4,T08,D
889,S022,Geography,2024-25,Autumn,50,D,3,T09,D
890,S022,Geography,2024-25,Spring,50,D,4,T09,D
891,S022,Geography,2024-25,Summer,61,C,3,T09,C
892,S022,French,2024-25,Autumn,55,D,5,T10,D
893,S022,French,2024-25,Spring,61,C,3,T10,C
894,S022,French,2024-25,Summer,64,C,4,T10,C
895,S022,Computing,2024-25,Autumn,60,C,1,T11,B
896,S022,Computing,2024-25,Spring,71,B,4,T11,B
897,S022,Computing,2024-25,Summer,57,D,5,T11,E
898,S022,Art & Design,2024-25,Autumn,57,D,2,T12,C
899,S022,Art & Design,2024-25,Spring,60,C,2,T12,C
900,S022,Art & Design,2024-25,Summer,61,C,3,T12,B
901,S023,Mathematics,2022-23,Autumn,37,U,4,T02,U
902,S023,Mathematics,2022-23,Spring,31,U,2,T01,U
903,S023,Mathematics,2022-23,Summer,39,U,4,T02,D
904,S023,English Language,2022-23,Autumn,35,U,5,T04,U
905,S023,English Language,2022-23,Spring,48,E,3,T03,E
906,S023,English Language,2022-23,Summer,40,E,5,T04,E
907,S023,Biology,2022-23,Autumn,49,E,1,T05,D
908,S023,Biology,2022-23,Spring,41,E,5,T05,D
909,S023,Biology,2022-23,Summer,43,E,3,T05,D
910,S023,Chemistry,2022-23,Autumn,37,U,4,T06,E
911,S023,Chemistry,2022-23,Spring,44,E,3,T06,E
912,S023,Chemistry,2022-23,Summer,56,D,3,T06,D
913,S023,Physics,2022-23,Autumn,29,U,3,T07,U
914,S023,Physics,2022-23,Spring,38,U,4,T07,E
915,S023,Physics,2022-23,Summer,24,U,5,T07,U
916,S023,History,2022-23,Autumn,50,D,3,T08,E
917,S023,History,2022-23,Spring,33,U,4,T08,U
918,S023,History,2022-23,Summer,41,E,3,T08,U
919,S023,Geography,2022-23,Autumn,17,U,4,T09,U
920,S023,Geography,2022-23,Spring,48,E,2,T09,E
921,S023,Geography,2022-23,Summer,44,E,3,T09,U
922,S023,French,2022-23,Autumn,42,E,2,T10,U
923,S023,French,2022-23,Spring,43,E,4,T10,E
924,S023,French,2022-23,Summer,48,E,4,T10,D
925,S023,Computing,2022-23,Autumn,47,E,3,T11,E
926,S023,Computing,2022-23,Spring,41,E,5,T11,E
927,S023,Computing,2022-23,Summer,36,U,3,T11,E
928,S023,Art & Design,2022-23,Autumn,53,D,4,T12,C
929,S023,Art & Design,2022-23,Spring,36,U,5,T12,U
930,S023,Art & Design,2022-23,Summer,54,D,4,T12,D
931,S023,Mathematics,2023-24,Autumn,51,D,4,T02,E
932,S023,Mathematics,2023-24,Spring,38,U,4,T01,U
933,S023,Mathematics,2023-24,Summer,54,D,3,T01,D
934,S023,English Language,2023-24,Autumn,56,D,2,T03,C
935,S023,English Language,2023-24,Spring,47,E,5,T04,D
936,S023,English Language,2023-24,Summer,41,E,4,T03,D
937,S023,Biology,2023-24,Autumn,41,E,5,T05,E
938,S023,Biology,2023-24,Spring,,,,T05,U
939,S023,Biology,2023-24,Summer,37,U,5,T05,U
940,S023,Chemistry,2023-24,Autumn,49,E,3,T06,E
941,S023,Chemistry,2023-24,Spring,47,E,5,T06,D
